BV044006539,1544,"Meurer. Wolfgang,Padua,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044006539-0"
BV044006561,1547,"Meurer. Wolfgang,Leipzig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044006561-8"
BV044006584,1547,"Meurer. Wolfgang,Leipzig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044006584-5"
BV044006774,1547,"Meurer. Wolfgang,Leipzig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044006774-0"
BV044006827,1548,"Meurer. Wolfgang,Leipzig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044006827-5"
BV044029711,1547,"Moibanus. Johannes,Breslau,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044029711-5"
BV044029745,1547,"Moibanus. Johannes,Breslau,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044029745-3"
BV044207319,1542,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207319-4"
BV044207354,1543,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207354-3"
BV044207365,1544,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207365-4"
BV044207397,1546,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207397-6"
BV044207423,1546,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207423-7"
BV044207434,1547,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207434-8"
BV044207513,1547,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207513-7"
BV044207521,1547,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207521-2"
BV044207541,1548,"Niger. Antonius,Braunschweig,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044207541-2"
BV044208190,1537,"Niger. Antonius,Braunschweig,Musa. Anton","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044208190-3"
BV044215116,1535,"Opsopoeus. Vincentius,Ansbach,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044215116-8"
BV044215159,1536,"Opsopoeus. Vincentius,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044215159-9"
BV044216108,1529,"Curio. Georg,Leipzig,Lang. Johannes","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044216108-8"
BV044374785,1542,"Fuchs. Leonhart,Rothenburg ob der Tauber,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374785-9"
BV044374827,1542,"Fuchs. Leonhart,Rothenburg ob der Tauber,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374827-3"
BV044374837,1543,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374837-8"
BV044374850,1543,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374850-1"
BV044374856,1543,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374856-3"
BV044374859,1543,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374859-4"
BV044374864,1544,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374864-8"
BV044374870,1546,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374870-2"
BV044374922,1548,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374922-8"
BV044374934,1548,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374934-4"
BV044374944,1549,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374944-0"
BV044374951,1549,"Fuchs. Leonhart,Tübingen,Camerarius. Joachim","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044374951-9"
BV044406560,1549,"Prünsterer. Johann,Bologna,Hess. Johann","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044406560-2"
BV044449723,1531,"Grynäus. Simon,Bullinger. Heinrich","https://nbn-resolving.org/urn:nbn:de:bvb:29-bv044449723-0"
